eurusdj-1,eurusdj-2,eurusdj-3,eurusdj-4,eurusdj-5,eurusdj-6,eurusdopen,eurusdhigh,eurusdlow,eurusd14-DayRSI,eurusd14-dayStochasticOscillator,eurusd14-dayStochRSI,eurusdMACD,eurusdADX,eurusd14-dayWilliams%R,eurusd20-dayCCI,eurusdATR,eurusdHigh-LowIndex,eurusdUltOsc,eurusd12-dayROC,eurusdBullPower,eurusdBearPower,gbpusdj-1,gbpusdj-2,gbpusdj-3,gbpusdj-4,gbpusdj-5,gbpusdj-6,gbpusdopen,gbpusdhigh,gbpusdlow,gbpusdclose,gbpusd14-DayRSI,gbpusd14-dayStochasticOscillator,gbpusd14-dayStochRSI,gbpusdMACD,gbpusdADX,gbpusd14-dayWilliams%R,gbpusd20-dayCCI,gbpusdATR,gbpusdHigh-LowIndex,gbpusdUltOsc,gbpusd12-dayROC,gbpusdBullPower,gbpusdBearPower,jpyusdj-1,jpyusdj-2,jpyusdj-3,jpyusdj-4,jpyusdj-5,jpyusdj-6,jpyusdopen,jpyusdhigh,jpyusdlow,jpyusdclose,jpyusd14-DayRSI,jpyusd14-dayStochasticOscillator,jpyusd14-dayStochRSI,jpyusdMACD,jpyusdADX,jpyusd14-dayWilliams%R,jpyusd20-dayCCI,jpyusdATR,jpyusdHigh-LowIndex,jpyusdUltOsc,jpyusd12-dayROC,jpyusdBullPower,jpyusdBearPower,jpyusdUSDollar,GoldPriceEuro,GoldPricePoundSterling,GoldPriceJapaneseYen,target
0.5871111492682424,0.5984859749355316,0.5933580589016234,0.6098267446878749,0.5956291209265361,0.5825673248912757,0.6184628084674584,0.6188783657261778,0.6180893408218013,0.6288540420085207,0.9128576492000001,0.0,0.7593072509292468,0.4577055945694436,0.91285764922,0.6385477453642701,0.35724274956666136,0.8509316768658615,0.7095990503029592,0.4241669026411503,0.5881205704573681,0.5871025652231314,0.5805228593952236,0.5632857193331118,0.5505915369134549,0.5489643339176142,0.5503503798915439,0.5620651275662754,0.6212875849566561,0.6217916557147669,0.6208742726158407,0.6213438801721365,0.6621919091415811,0.9921725694174157,0.627053134,0.6168237511132033,0.20063345121157167,1.0,0.8006603927989238,0.2865852293885397,0.8064516128116546,0.7968444362728975,0.3960346957130314,0.7447311157669896,0.7437900002447252,0.0,0.0,0.006528228909647993,0.0027387414848658587,0.0,0.0,0.0,0.0,0.0,0.0,0.8447601735331571,0.9980518439325866,0.635488796,0.6251176789301928,0.7373081999589809,0.9952077087886295,0.7083756727372018,0.27737952563279117,0.6888025432562623,0.9030755068677776,0.28348404744074895,0.6744692792379775,0.6760488193278934,0.9855144855144857,1.0,0.8989656770684658,0.7431408622426057,1.323876881
0.6123923862744274,0.583931322067631,0.5959558103745293,0.5925487894445913,0.6085597116652011,0.5956291209265361,0.6040709043003547,0.6043404815588191,0.6037403902000893,0.6288540420085207,0.6052772461,0.0,0.7393210376659978,0.4397018994884805,0.6052772461,0.5976190652120773,0.32114704486635104,0.8633540372636859,0.5802653901532964,0.4529545741375554,0.508823428446427,0.5091096046971317,0.6213438801721365,0.5805228593952236,0.5632857193331118,0.5505915369134549,0.5489643339176142,0.5503503798915439,0.6119957228278441,0.6122374332643625,0.611725503763588,0.6119646318166909,0.6002809262387054,0.8641243852790939,0.38098049,0.6044174514607723,0.2171418237904308,0.8704157619,0.7166054957536486,0.2766283362935398,0.8258064517575858,0.7239745514342684,0.4348525302657276,0.6715263406183376,0.6721133438130783,0.016253180989080462,0.01118068165502839,0.0,0.006528228909647993,0.012356834033799391,0.027074681924069477,0.007645298814893398,0.007549265006614014,0.007719599813623468,0.007619412974444906,0.900354096578601,0.9990165911067054,0.9014282779999999,0.6366032951904462,0.7518694802089528,0.9938977506137633,0.6896920343244952,0.26439733711700747,0.7163546450107587,0.9026157458112427,0.24531967252515935,0.670569780440744,0.6731098296706463,1.0,0.9196499313566329,0.9922046908955271,1.0,1.321278825
0.5976558431567369,0.6094072602989886,0.5813094404940582,0.5951517107750837,0.5912256486811653,0.6085597116652011,0.5339677008556079,0.5341937214692276,0.5337118688582052,0.5320419891446633,0.0,0.0,0.6967111935807809,0.4259052868696076,0.0,0.33851515813470223,0.5327429477083743,0.875776397388218,0.32788653637768156,0.6463692877837247,0.2097843168318993,0.21193256167433594,0.6119646318166909,0.6213438801721365,0.5805228593952236,0.5632857193331118,0.5505915369134549,0.5489643339176142,0.5561545710233231,0.5563273535825299,0.5559578595304986,0.5561155681554757,0.41304468842697156,0.10165697681748455,0.0,0.578339480063166,0.250434585893307,0.09880186609999997,0.39431430005724244,0.3868401780724239,0.838709677437669,0.502254977545671,0.5584756144250336,0.4403694397939617,0.44062040445120065,0.02374875426542067,0.027252141001588015,0.01118068165502839,0.0,0.016109773723017362,0.03909695860681506,0.00964081531018346,0.009587800234364341,0.009688430415006,0.009620379287365033,0.8949945028418518,0.9985051079064143,0.811685095,0.6440487892549893,0.7859203670857002,0.9943497325035997,0.6607007152024229,0.25391352981670084,0.7507947722796475,0.886193472416865,0.2596661194038856,0.642310685698924,0.6445845427854034,1.0,0.9196499313566329,0.9922046908955271,1.0,1.3087220290000001
0.526431910464737,0.5945572249894759,0.6069459168686624,0.5804761927458291,0.5938370226342711,0.5912256486811653,0.505599759512382,0.5059397512621553,0.5053006881795925,0.4229152471043194,0.0,0.0,0.655367819625363,0.4267704125295776,0.0,0.2123484908905835,0.5480284365966677,0.88198757758713,0.22671199800159952,0.7504733013615346,0.14154241121667954,0.14316275128435052,0.5561155681554757,0.6119646318166909,0.6213438801721365,0.5805228593952236,0.5632857193331118,0.5505915369134549,0.5138816778976434,0.5141328640642095,0.5136349766711907,0.513879957289344,0.3049245371581958,0.0033449841393491425,0.0,0.5462471920694217,0.29381308600624145,0.0,0.16691059912628647,0.4556565845579803,0.8451612904196462,0.3839714664102869,0.6558807781603124,0.30192818287610423,0.3010080689374829,0.025717198510704087,0.03466390865930391,0.027252141001588015,0.01118068165502839,0.009644506358599259,0.042748288647667554,0.03433183895053382,0.03434475909841561,0.034323782393053115,0.034317716040786816,0.9133642251018581,0.9984996153353712,0.94491034,0.6581383859808116,0.8133248607710899,0.9943830199962767,0.69969478104879,0.30858073281081244,0.7852348992454632,0.9102919309109785,0.20922239106924323,0.7227536329145612,0.7240087358147662,1.0,0.9196499313566329,0.9922046908955271,1.0,1.303649539
0.6379639385358695,0.6361472037689566,0.6348153566646042,0.6350690682882458,0.6348437441277639,0.6357570838275741,0.6427510186415937,0.6428753527173914,0.6426184037414853,0.5450141170362564,0.4547447220889423,0.4948767224407051,0.45835198490520646,0.38064784126484397,0.45474472208992,0.4914558063838578,0.42602178980552796,0.5348245117984431,0.4791449267161895,0.534683013295139,0.4670348509494215,0.46929057938053675,0.5190455160520724,0.5194751915253217,0.5198930814036924,0.5202889812370337,0.5206932864503182,0.5211137922068678,0.5186084124571,0.5187858077660294,0.5184380528630408,0.5186089495607904,0.49786876341426883,0.487039529896455,0.4931259698958335,0.4985520052575035,0.4434820986520856,0.4868639297514422,0.47835393692794387,0.36392535745004573,0.5680393840958899,0.4881690751083882,0.49916028940222845,0.5273229045191523,0.5280344600066129,0.43629625478390954,0.44108721186601896,0.4395428776872361,0.4379958607839951,0.44186888580584105,0.4554352815060172,0.42853806951335116,0.42850800768919983,0.42856116004711353,0.4285229451813559,0.5111829448245849,0.604544672463568,0.4733871165192309,0.48298647560693947,0.34594603480784586,0.6033075001852024,0.4928081102955312,0.3056684208362774,0.39621121742414744,0.5340625752596928,0.4746405915088633,0.5041960446147409,0.5067662617821277,1.0,0.9196499313566329,0.9922046908955271,1.0,1.3282147250705125
0.49766002579440727,0.52278476743877,0.5920023031765167,0.6061636889863617,0.5791138479147779,0.5938370226342711,0.5181834846765421,0.5182560934688976,0.5180366521152644,0.4850803383786669,0.10756003260000001,0.077922136,0.6258517429647411,0.43181286149951215,0.10756003260000002,0.2559419183337944,0.5167621248854845,0.8944099379849542,0.2688045092242454,0.7087811525799592,0.25631240571411085,0.2595898132409198,0.513879957289344,0.5561155681554757,0.6119646318166909,0.6213438801721365,0.5805228593952236,0.5632857193331118,0.5174466423991744,0.5175176359456035,0.5173416762025553,0.5174157511169444,0.3168613664340033,0.03597529858338055,0.026461636,0.5236017121690013,0.3042512705646204,0.03290214739999997,0.21258486835136575,0.4280077696870306,0.8580645160997293,0.3756196426953612,0.6475226245789417,0.3568743618395589,0.357645749712289,0.05001312497992405,0.036610344356124536,0.03466390865930391,0.027252141001588015,0.02071735585831158,0.03645806634069437,0.035599192776767374,0.035577292137186856,0.035600495064579185,0.03556613168035572,0.9541084133398479,0.9986621963211203,1.0,0.6756792804844522,0.8281569654943239,0.9941138047971516,0.6735776310158106,0.28993505758194166,0.819675026514352,0.9086620630697484,0.19116371220709327,0.6813800049471184,0.6830562837639116,1.0,0.9196499313566329,0.9922046908955271,1.0,1.305893556
0.5103884093540119,0.49379129862702964,0.5197775672065914,0.5911903355922421,0.604884760703122,0.5791138479147779,0.5307132935065155,0.5309740700334284,0.5304886864971712,0.5417402188225344,0.2157919747,0.190430614,0.5942958508241757,0.43657531594491394,0.2157919747,0.30348645164599697,0.5274752951315479,0.9006211179105745,0.30995134697226207,0.6370448284129407,0.3520126603605209,0.35351820399373346,0.5174157511169444,0.513879957289344,0.5561155681554757,0.6119646318166909,0.6213438801721365,0.5805228593952236,0.528113447582311,0.5283013559915171,0.5279516755560092,0.5281343599989352,0.3821866387571898,0.1348927116020283,0.198813577,0.5101153379064225,0.3113628173586686,0.13264361030000005,0.2801985021305102,0.44994495072919305,0.8709677420636839,0.3801036202774816,0.5881297798077716,0.4292120132002521,0.4295022751492426,0.05124124989415346,0.06063462580597845,0.036610344356124536,0.03466390865930391,0.03663381391301179,0.047231121962209244,0.02364971383865866,0.023594450490066254,0.02367076455704442,0.02361362056397809,0.8737149702415776,0.8957544514261733,0.5299532370000001,0.6871046661010223,0.8305133486543097,0.8916744595869358,0.620044394503418,0.31219187591688136,0.8403391027544556,0.8486247463854677,0.2198737658235938,0.5872887368966846,0.5896612759602872,1.0,0.9196499313566329,0.9922046908955271,1.0,1.308151591
0.5231963050032018,0.5066177087140904,0.4906013943229919,0.5188218631629029,0.5898627834401129,0.604884760703122,0.5359316834380543,0.5361436755091402,0.5357020383590969,0.563445513496341,0.2601528184,0.23390264800000002,0.5501923619079803,0.439653337426981,0.26015281840000004,0.3317875949435245,0.47089830646345154,0.9006211179105745,0.355050052033584,0.6113109331073114,0.39853804894801254,0.40006803002038444,0.5281343599989352,0.5174157511169444,0.513879957289344,0.5561155681554757,0.6119646318166909,0.6213438801721365,0.5208273589050005,0.5209618277671746,0.5206686812952439,0.5208061557518633,0.40992833830101644,0.06726387895939237,0.277900241,0.4916629911102596,0.3339636793009659,0.06445138309999998,0.2622947833320889,0.4076381407209808,0.8774193547617897,0.338567074146116,0.5614315755143514,0.4214529000579948,0.42196581348702494,0.039483005104224755,0.061849019446509335,0.06063462580597845,0.036610344356124536,0.04397409873042424,0.06271664697772072,0.011642718597993262,0.011588456016908388,0.011669465893122677,0.011616645099091993,0.7751611188004781,0.7763101030919123,0.0,0.6932292962995141,0.8301298086596802,0.773041955857293,0.5727831998347669,0.34222943400515476,0.8472271282688484,0.7172600920102223,0.2807068596962175,0.5101885027459983,0.512916461607877,1.0,0.9196499313566329,0.9922046908955271,1.0,1.309077088
0.5284458556078837,0.5195242432461082,0.5035086307977279,0.4895876259647265,0.5172593045280891,0.5898627834401129,0.519013666707699,0.5192030251434137,0.5188193520891131,0.5095790359858767,0.1149287018,0.132840572,0.4936210756543359,0.4322807399286921,0.11492870179999992,0.30291469152902784,0.5004113426703812,0.8881987577860422,0.26226774356279825,0.6713329298495465,0.34349544246268027,0.34555066048552374,0.5208061557518633,0.5281343599989352,0.5174157511169444,0.513879957289344,0.5561155681554757,0.6119646318166909,0.5043908005900777,0.5045495451239246,0.5042299553720673,0.5043880135766754,0.37975832892301187,0.0022712116052456066,0.19805310399999998,0.47401967196692435,0.36452407103137213,0.0,0.2224077716605472,0.39161665813936575,0.8774193547617897,0.19879990748685977,0.5905380880266129,0.3815999406106152,0.3818228852649086,0.027681018652890632,0.050222239848398686,0.061849019446509335,0.06063462580597845,0.04590176201579066,0.06985819591846942,0.02543135624093562,0.02537106672467182,0.02547664033525976,0.025416907522668453,0.7896971890469141,0.8993608917121049,0.081231014,0.6901983560308494,0.8288375110337938,0.8957973871503123,0.6004481237107737,0.35864469662983095,0.8472271282688484,0.7132179600324782,0.25622391631424585,0.5645788500818311,0.5672102702185897,1.0,0.9196499313566329,0.9922046908955271,1.0,1.306047288
0.5112603991211948,0.5248142228034576,0.5164964966263872,0.5025205494903986,0.48793013323738244,0.5172593045280891,0.5878463583661295,0.5882362507519519,0.5875719404029818,0.7190767810677902,0.7068119783000001,0.347307604,0.4502461602214157,0.3800319391721052,0.7068119783,0.5391963824430682,0.6708746385484881,0.875776397388218,0.4994763154614314,0.5558851657588245,0.6605029184009716,0.6597845450986467,0.5043880135766754,0.5208061557518633,0.5281343599989352,0.5174157511169444,0.513879957289344,0.5561155681554757,0.5368487052230302,0.5370938200672448,0.5366609942476641,0.5368916761648306,0.4791096541343149,0.27832197150542065,0.48754834799999996,0.46621010744782004,0.3938723847420587,0.27791391349999994,0.377939665258497,0.47121880515417847,0.8709677420636839,0.34459599224026666,0.5140119368911972,0.5298418504437855,0.5301806484707698,0.04125698291360003,0.038552207650473846,0.050222239848398686,0.061849019446509335,0.06969434113044048,0.07173366833352812,0.04408352298268259,0.04408375856153057,0.04408584509231428,0.04407212144945838,0.772000807019519,0.9977112432284646,0.0,0.684831814439639,0.8285028788089692,0.9952587806170413,0.6379524851842955,0.3987714122717056,0.8541151537832408,0.7500390839710078,0.2891488593321847,0.6316006210927031,0.6333713622150126,1.0,0.9196499313566329,0.9922046908955271,1.0,1.318395705
